EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,42,12,30,1,,1,1,1,,14,4,10
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,New Brunswick,,,Overall,Full-Time,12,6,6,1,,1,,,,,,
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,843,535,308,6,4,2,12,9,3,295,205,90
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,3,2,1,,,,,,,1,1,
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,4,1,3,,,,,,,,,
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,12,5,7,,,,1,,1,,,
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,901,565,336,7,5,2,15,10,5,492,306,186
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,20,5,15,2,,2,1,1,,3,1,2
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,27,5,22,,,,1,,1,3,1,2
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,342,184,158,3,2,1,5,2,3,211,122,89
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,11,4,7,,,,,,,2,1,1
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,205,48,157,11,,11,7,1,6,71,24,47
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,11,4,7,,,,,,,3,1,2
Bank of Montreal,2018,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,5,2,3,,,,,,,1,,1
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,17,4,13,,,,,,,5,1,4
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,11,7,4,,,,,,,4,2,2
Bank of Montreal,2010,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,13,5,8,1,,1,,,,1,1,
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,37,5,32,2,,2,,,,10,3,7
Bank of Montreal,2016,Provincial,Saskatchewan,,,Overall,Part-Time,41,8,33,2,,2,,,,11,3,8
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,41,8,33,2,,2,,,,11,3,8
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,1240,397,843,42,7,35,40,9,31,378,152,226
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,37,25,12,,,,,,,14,11,3
Bank of Montreal,2013,Provincial,Qu�bec,,,Overall,Part-Time,226,64,162,,,,3,1,2,33,11,22
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,132,32,100,4,1,3,4,2,2,31,7,24
Bank of Montreal,2015,Provincial,Qu�bec,,,Overall,Full-Time,593,308,285,4,2,2,9,5,4,191,101,90
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,14,8,6,,,,,,,6,3,3
Bank of Montreal,2015,Provincial,Nova Scotia,,,Overall,Full-Time,29,19,10,1,,1,1,1,,8,6,2
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,8,5,3,,,,,,,1,1,
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,6,4,2,1,1,,,,,4,2,2
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,12,5,7,,,,1,1,,3,,3
Bank of Montreal,2013,Provincial,Manitoba,,,Overall,Full-Time,29,13,16,2,,2,1,,1,8,5,3
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,30,16,14,,,,1,,1,10,6,4
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,53,34,19,,,,2,1,1,13,8,5
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,887,448,439,1,1,,22,10,12,499,248,251
Bank of Montreal,2016,Provincial,Qu�bec,,,Overall,Part-Time,255,109,146,4,,4,2,2,,68,34,34
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,13,3,10,1,,1,,,,2,,2
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,9,5,4,,,,,,,2,1,1
Bank of Montreal,2015,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,4,,4,,,,,,,,,
Bank of Montreal,2012,Provincial,Qu�bec,,,Overall,Full-Time,420,196,224,8,1,7,12,5,7,121,59,62
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,218,76,142,7,2,5,8,4,4,60,27,33
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,104,52,52,,,,3,2,1,39,22,17
Bank of Montreal,2016,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,19,6,13,2,1,1,2,,2,,,
Bank of Montreal,2017,Provincial,Qu�bec,,,Overall,Part-Time,270,102,168,1,,1,3,2,1,81,33,48
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,6,6,,,,,,,,1,1,
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,9,3,6,,,,,,,1,,1
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,188,85,103,3,1,2,3,3,,69,42,27
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,7,5,2,,,,,,,2,1,1
Bank of Montreal,2019,Provincial,Alberta,,,Overall,Full-Time,150,72,78,3,1,2,5,3,2,54,25,29
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,30,10,20,,,,1,1,,12,6,6
Bank of Montreal,2012,Provincial,Saskatchewan,,,Overall,Full-Time,43,26,17,1,1,,,,,8,4,4
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,65,36,29,3,,3,1,,1,16,9,7
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,26,22,4,1,1,,1,1,,8,8,
Bank of Montreal,2017,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,5,4,1,,,,,,,4,3,1
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,8,5,3,,,,,,,4,3,1
Bank of Montreal,2013,Provincial,Saskatchewan,,,Overall,Part-Time,27,6,21,1,,1,,,,4,2,2
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,12,6,6,,,,,,,6,3,3
Bank of Montreal,2012,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,5,2,3,,,,,,,,,
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,1,,,,,,,,,,
Bank of Montreal,2017,Provincial,Manitoba,,,Overall,Full-Time,28,19,9,4,4,,2,1,1,12,10,2
Bank of Montreal,2011,National,Canada,,,Overall,Full-Time,3586,1818,1768,48,16,32,75,41,34,1622,864,758
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,2,1,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,39,6,33,1,,1,,,,16,3,13
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,278,104,174,1,,1,7,4,3,130,51,79
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,412,245,167,4,2,2,5,2,3,157,97,60
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,82,46,36,,,,,,,18,11,7
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,862,354,508,12,4,8,19,14,5,400,178,222
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,951,313,638,36,9,27,23,13,10,242,91,151
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,73,42,31,,,,2,1,1,14,7,7
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,1,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,840,270,570,8,4,4,20,5,15,314,110,204
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,4,2,2,,,,,,,1,,1
Bank of Montreal,2019,Provincial,Saskatchewan,,,Overall,Full-Time,24,12,12,,,,,,,9,4,5
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,2,1,1,1,1,,,,,,,
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,7,4,3,2,1,1,,,,1,,1
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,448,147,301,11,,11,14,5,9,142,64,78
Bank of Montreal,2011,Provincial,New Brunswick,,,Overall,Part-Time,21,3,18,2,,2,,,,,,
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,6,2,4,,,,,,,,,
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,7,3,4,1,,1,,,,3,3,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,1274,805,469,18,12,6,29,20,9,607,378,229
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,10,4,6,,,,,,,6,3,3
Bank of Montreal,2018,Provincial,Ontario,,,Overall,Full-Time,2553,1420,1133,20,12,8,58,42,16,1322,730,592
Bank of Montreal,2018,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,8,5,3,,,,,,,3,3,
Bank of Montreal,2010,National,Canada,,,Overall,Part-Time,882,208,674,25,4,21,17,5,12,241,77,164
Bank of Montreal,2010,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,2,2,,,,,,,,,,
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,19,8,11,,,,,,,5,3,2
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,228,100,128,3,,3,2,2,,60,30,30
Bank of Montreal,2017,Provincial,Manitoba,,,Overall,Part-Time,28,9,19,1,,1,1,1,,13,4,9
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,37,10,27,1,,1,3,1,2,7,,7
Bank of Montreal,2010,Provincial,British Columbia,,,Overall,Full-Time,302,130,172,7,3,4,7,4,3,132,67,65
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,13,2,11,2,,2,,,,3,2,1
Bank of Montreal,2012,Provincial,Ontario,,,Overall,Part-Time,468,132,336,8,3,5,10,2,8,97,27,70
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,1152,358,794,28,,28,27,7,20,353,139,214
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,26,9,17,1,,1,1,,1,8,4,4
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,5,3,2,,,,,,,3,2,1
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Part-Time,2,1,1,,,,1,1,,,,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,9,5,4,,,,,,,,,
Bank of Montreal,2019,National,Canada,,,Overall,Full-Time,3318,1769,1549,28,13,15,70,35,35,1588,864,724
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,21,2,19,2,,2,,,,,,
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,10,3,7,,,,,,,,,
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,23,2,21,4,2,2,,,,3,,3
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,30,16,14,,,,4,2,2,8,5,3
Bank of Montreal,2016,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,3,1,2,1,,1,,,,,,
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,216,58,158,,,,3,1,2,29,8,21
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,823,531,292,4,2,2,19,10,9,317,211,106
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,72,13,59,,,,4,1,3,22,5,17
Bank of Montreal,2019,Provincial,Saskatchewan,,,Overall,Part-Time,34,6,28,4,,4,,,,15,2,13
Bank of Montreal,2012,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,149,23,126,1,,1,3,,3,25,5,20
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,4,,4,1,,1,,,,1,,1
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,243,93,150,1,,1,2,1,1,74,31,43
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,23,12,11,2,1,1,1,,1,6,3,3
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,184,84,100,3,2,1,2,1,1,84,36,48
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,44,28,16,1,1,,,,,17,9,8
Bank of Montreal,2014,Provincial,Saskatchewan,,,Overall,Full-Time,53,25,28,,,,,,,16,12,4
Bank of Montreal,2016,Provincial,New Brunswick,,,Overall,Part-Time,25,5,20,,,,,,,3,1,2
Bank of Montreal,2017,Provincial,New Brunswick,,,Overall,Part-Time,11,,11,,,,,,,2,,2
Bank of Montreal,2018,Provincial,Nova Scotia,,,Overall,Full-Time,29,19,10,,,,,,,5,5,
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,73,12,61,3,1,2,1,,1,16,5,11
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,55,29,26,1,,1,3,3,,9,6,3
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,108,67,41,1,1,,2,1,1,60,36,24
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,55,30,25,1,,1,2,2,,25,16,9
Bank of Montreal,2015,Provincial,Ontario,,,Overall,Part-Time,425,145,280,10,3,7,13,7,6,117,45,72
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,8,2,6,,,,,,,3,1,2
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,187,101,86,2,,2,2,1,1,71,46,25
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,3,,3,,,,,,,2,,2
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,329,139,190,3,2,1,14,9,5,159,70,89
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,11,5,6,1,1,,,,,,,
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,73,45,28,,,,2,1,1,28,18,10
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,13,,13,2,,2,1,,1,7,,7
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,19,2,17,,,,1,,1,,,
Bank of Montreal,2017,Provincial,Ontario,,,Overall,Part-Time,539,199,340,16,3,13,22,6,16,157,76,81
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,43,19,24,,,,,,,15,4,11
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,1,,1,,,,,,,1,,1
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,145,52,93,3,1,2,5,3,2,71,30,41
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,282,102,180,6,1,5,9,6,3,65,28,37
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,23,4,19,1,,1,2,,2,6,1,5
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,,1,1,,1,,,,,,
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,812,319,493,18,3,15,29,12,17,256,119,137
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,16,10,6,,,,,,,8,5,3
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,25,19,6,,,,,,,10,9,1
Bank of Montreal,2011,Provincial,Qu�bec,,,Overall,Part-Time,251,86,165,2,,2,2,1,1,70,22,48
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,3,1,2,,,,1,1,,,,
Bank of Montreal,2013,Provincial,Manitoba,,,Overall,Part-Time,19,3,16,,,,1,1,,3,,3
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,13,3,10,3,1,2,1,,1,3,,3
Bank of Montreal,2012,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,6,4,2,1,1,,,,,1,1,
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,11,5,6,,,,,,,,,
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,22,2,20,,,,,,,3,1,2
Bank of Montreal,2016,Provincial,Nova Scotia,,,Overall,Full-Time,26,12,14,2,1,1,2,,2,3,1,2
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,6,3,3,,,,1,1,,3,1,2
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,17,6,11,5,1,4,,,,,,
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,1045,653,392,5,3,2,27,20,7,491,314,177
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,27,24,3,,,,,,,14,13,1
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,1007,642,365,12,7,5,14,10,4,331,231,100
Bank of Montreal,2014,Provincial,British Columbia,,,Overall,Part-Time,227,79,148,7,2,5,8,4,4,65,29,36
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,2,,2,,,,,,,,,
Bank of Montreal,2011,Provincial,Ontario,,,Overall,Part-Time,412,104,308,10,1,9,11,2,9,163,50,113
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,11,6,5,,,,,,,7,4,3
Bank of Montreal,2015,Provincial,New Brunswick,,,Overall,Part-Time,17,3,14,,,,,,,3,1,2
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,208,115,93,3,3,,4,3,1,80,46,34
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,12,1,11,,,,1,,1,5,1,4
Bank of Montreal,2010,Provincial,Manitoba,,,Overall,Part-Time,7,,7,1,,1,,,,2,,2
Bank of Montreal,2014,Provincial,British Columbia,,,Overall,Full-Time,187,91,96,10,2,8,2,,2,54,32,22
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,20,5,15,1,1,,,,,4,1,3
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,344,206,138,,,,1,,1,127,74,53
Bank of Montreal,2013,Provincial,Newfoundland and Labrador,,,Overall,Part-Time,14,1,13,1,,1,,,,,,
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,17,11,6,,,,,,,6,4,2
Bank of Montreal,2019,Provincial,Ontario,,,Overall,Part-Time,694,221,473,8,1,7,18,6,12,225,91,134
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,30,5,25,4,,4,,,,14,2,12
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,447,256,191,5,1,4,11,9,2,172,101,71
Bank of Montreal,2013,National,Canada,,,Overall,Full-Time,2612,1294,1318,45,11,34,64,31,33,904,487,417
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,166,34,132,1,1,,3,1,2,29,8,21
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,2,1,1,,,,,,,,,
Bank of Montreal,2012,Provincial,British Columbia,,,Overall,Full-Time,147,78,69,5,1,4,1,1,,55,35,20
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,50,27,23,,,,4,1,3,7,4,3
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,226,100,126,2,,2,6,,6,78,35,43
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,8,3,5,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,5,1,4,,,,,,,2,1,1
Bank of Montreal,2017,Provincial,Saskatchewan,,,Overall,Full-Time,28,16,12,2,,2,,,,16,10,6
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,7,,7,,,,,,,2,,2
Bank of Montreal,2015,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,3,2,1,,,,,,,,,
